DEVICE_NAME,PORT,PROTOCOL,METRIC_NAME,METRIC_VALUE,TIMESTAMP
R0019,7051,TCP,INCOMING_BYTES,1021,2020-08-16 03:14:09.918881+00:00
R0019,7051,TCP,OUTGOING_BYTES,614,2020-08-16 03:14:09.918881+00:00
R0019,7052,TCP,INCOMING_CONNECTIONS,21,2020-08-16 03:14:09.918881+00:00
R0019,7052,TCP,OUTGOING_CONNECTIONS,22,2020-08-16 03:14:09.918881+00:00
R0019,7052,TCP,INCOMING_BYTES,1315,2020-08-16 03:14:09.918881+00:00
R0019,7052,TCP,OUTGOING_BYTES,712,2020-08-16 03:14:09.918881+00:00
R0017,7058,TCP,INCOMING_CONNECTIONS,31,2020-08-16 03:14:09.918881+00:00
R0017,7058,TCP,OUTGOING_CONNECTIONS,23,2020-08-16 03:14:09.918881+00:00
R0017,7058,TCP,INCOMING_BYTES,1029,2020-08-16 03:14:09.918881+00:00
R0017,7058,TCP,OUTGOING_BYTES,835,2020-08-16 03:14:09.918881+00:00
R0011,7059,TCP,INCOMING_CONNECTIONS,25,2020-08-16 03:14:09.918881+00:00
R0011,7059,TCP,OUTGOING_CONNECTIONS,11,2020-08-16 03:14:09.918881+00:00
R0011,7059,TCP,INCOMING_BYTES,1473,2020-08-16 03:14:09.918881+00:00
R0011,7059,TCP,OUTGOING_BYTES,833,2020-08-16 03:14:09.918881+00:00
R0016,7054,TCP,INCOMING_CONNECTIONS,27,2020-08-16 03:14:09.918881+00:00
R0016,7054,TCP,OUTGOING_CONNECTIONS,13,2020-08-16 03:14:09.918881+00:00
R0016,7054,TCP,INCOMING_BYTES,1415,2020-08-16 03:14:09.918881+00:00
R0016,7054,TCP,OUTGOING_BYTES,547,2020-08-16 03:14:09.918881+00:00
R0019,7054,TCP,INCOMING_CONNECTIONS,28,2020-08-16 03:15:09.918881+00:00
R0019,7054,TCP,OUTGOING_CONNECTIONS,11,2020-08-16 03:15:09.918881+00:00
R0019,7054,TCP,INCOMING_BYTES,1134,2020-08-16 03:15:09.918881+00:00
R0019,7054,TCP,OUTGOING_BYTES,677,2020-08-16 03:15:09.918881+00:00
R0011,7056,TCP,INCOMING_CONNECTIONS,36,2020-08-16 03:15:09.918881+00:00
R0011,7056,TCP,OUTGOING_CONNECTIONS,16,2020-08-16 03:15:09.918881+00:00
R0011,7056,TCP,INCOMING_BYTES,1049,2020-08-16 03:15:09.918881+00:00
R0011,7056,TCP,OUTGOING_BYTES,699,2020-08-16 03:15:09.918881+00:00
R0019,7054,TCP,INCOMING_CONNECTIONS,29,2020-08-16 03:15:09.918881+00:00
R0019,7054,TCP,OUTGOING_CONNECTIONS,27,2020-08-16 03:15:09.918881+00:00
R0019,7054,TCP,INCOMING_BYTES,1388,2020-08-16 03:15:09.918881+00:00
R0019,7054,TCP,OUTGOING_BYTES,928,2020-08-16 03:15:09.918881+00:00
R0019,7054,TCP,INCOMING_CONNECTIONS,21,2020-08-16 03:16:09.918881+00:00
R0019,7054,TCP,OUTGOING_CONNECTIONS,24,2020-08-16 03:16:09.918881+00:00
R0019,7054,TCP,INCOMING_BYTES,1192,2020-08-16 03:16:09.918881+00:00
R0019,7054,TCP,OUTGOING_BYTES,654,2020-08-16 03:16:09.918881+00:00
R0019,7055,TCP,INCOMING_CONNECTIONS,23,2020-08-16 03:16:09.918881+00:00
R0019,7055,TCP,OUTGOING_CONNECTIONS,21,2020-08-16 03:16:09.918881+00:00
R0019,7055,TCP,INCOMING_BYTES,1479,2020-08-16 03:16:09.918881+00:00
R0019,7055,TCP,OUTGOING_BYTES,925,2020-08-16 03:16:09.918881+00:00
R0012,7052,TCP,INCOMING_CONNECTIONS,28,2020-08-16 03:16:09.918881+00:00
R0012,7052,TCP,OUTGOING_CONNECTIONS,22,2020-08-16 03:16:09.918881+00:00
R0012,7052,TCP,INCOMING_BYTES,1086,2020-08-16 03:16:09.918881+00:00
R0012,7052,TCP,OUTGOING_BYTES,901,2020-08-16 03:16:09.918881+00:00
R0017,7055,TCP,INCOMING_CONNECTIONS,39,2020-08-16 03:17:09.918881+00:00
R0017,7055,TCP,OUTGOING_CONNECTIONS,10,2020-08-16 03:17:09.918881+00:00
R0017,7055,TCP,INCOMING_BYTES,1105,2020-08-16 03:17:09.918881+00:00
R0017,7055,TCP,OUTGOING_BYTES,546,2020-08-16 03:17:09.918881+00:00
R0011,7057,TCP,INCOMING_CONNECTIONS,23,2020-08-16 03:17:09.918881+00:00
R0011,7057,TCP,OUTGOING_CONNECTIONS,13,2020-08-16 03:17:09.918881+00:00
R0011,7057,TCP,INCOMING_BYTES,1283,2020-08-16 03:17:09.918881+00:00
R0011,7057,TCP,OUTGOING_BYTES,645,2020-08-16 03:17:09.918881+00:00
R0016,7054,TCP,INCOMING_CONNECTIONS,25,2020-08-16 03:17:09.918881+00:00
R0016,7054,TCP,OUTGOING_CONNECTIONS,18,2020-08-16 03:17:09.918881+00:00
R0016,7054,TCP,INCOMING_BYTES,1268,2020-08-16 03:17:09.918881+00:00
R0016,7054,TCP,OUTGOING_BYTES,668,2020-08-16 03:17:09.918881+00:00
R0010,7053,TCP,INCOMING_CONNECTIONS,38,2020-08-16 03:17:09.918881+00:00
R0010,7053,TCP,OUTGOING_CONNECTIONS,23,2020-08-16 03:17:09.918881+00:00
R0010,7053,TCP,INCOMING_BYTES,1014,2020-08-16 03:17:09.918881+00:00
R0010,7053,TCP,OUTGOING_BYTES,579,2020-08-16 03:17:09.918881+00:00
R0012,7059,TCP,INCOMING_CONNECTIONS,32,2020-08-16 03:17:09.918881+00:00
R0012,7059,TCP,OUTGOING_CONNECTIONS,17,2020-08-16 03:17:09.918881+00:00
R0012,7059,TCP,INCOMING_BYTES,1492,2020-08-16 03:17:09.918881+00:00
R0012,7059,TCP,OUTGOING_BYTES,801,2020-08-16 03:17:09.918881+00:00
R0013,7053,TCP,INCOMING_CONNECTIONS,38,2020-08-16 03:18:09.918881+00:00
R0013,7053,TCP,OUTGOING_CONNECTIONS,24,2020-08-16 03:18:09.918881+00:00
R0013,7053,TCP,INCOMING_BYTES,1467,2020-08-16 03:18:09.918881+00:00
R0013,7053,TCP,OUTGOING_BYTES,786,2020-08-16 03:18:09.918881+00:00
R0010,7050,TCP,INCOMING_CONNECTIONS,30,2020-08-16 03:18:09.918881+00:00
R0010,7050,TCP,OUTGOING_CONNECTIONS,26,2020-08-16 03:18:09.918881+00:00
R0010,7050,TCP,INCOMING_BYTES,1440,2020-08-16 03:18:09.918881+00:00
R0010,7050,TCP,OUTGOING_BYTES,955,2020-08-16 03:18:09.918881+00:00
R0013,7058,TCP,INCOMING_CONNECTIONS,26,2020-08-16 03:18:09.918881+00:00
R0013,7058,TCP,OUTGOING_CONNECTIONS,26,2020-08-16 03:18:09.918881+00:00
R0013,7058,TCP,INCOMING_BYTES,1498,2020-08-16 03:18:09.918881+00:00
R0013,7058,TCP,OUTGOING_BYTES,709,2020-08-16 03:18:09.918881+00:00
R0013,7053,TCP,INCOMING_CONNECTIONS,22,2020-08-16 03:19:09.918881+00:00
R0013,7053,TCP,OUTGOING_CONNECTIONS,25,2020-08-16 03:19:09.918881+00:00
R0013,7053,TCP,INCOMING_BYTES,1255,2020-08-16 03:19:09.918881+00:00
R0013,7053,TCP,OUTGOING_BYTES,722,2020-08-16 03:19:09.918881+00:00
R0015,7059,TCP,INCOMING_CONNECTIONS,33,2020-08-16 03:19:09.918881+00:00
R0015,7059,TCP,OUTGOING_CONNECTIONS,24,2020-08-16 03:19:09.918881+00:00
R0015,7059,TCP,INCOMING_BYTES,1192,2020-08-16 03:19:09.918881+00:00
R0015,7059,TCP,OUTGOING_BYTES,549,2020-08-16 03:19:09.918881+00:00
R0017,7056,TCP,INCOMING_CONNECTIONS,29,2020-08-16 03:20:09.918881+00:00
R0017,7056,TCP,OUTGOING_CONNECTIONS,20,2020-08-16 03:20:09.918881+00:00
R0017,7056,TCP,INCOMING_BYTES,1053,2020-08-16 03:20:09.918881+00:00
R0017,7056,TCP,OUTGOING_BYTES,505,2020-08-16 03:20:09.918881+00:00
R0016,7050,TCP,INCOMING_CONNECTIONS,32,2020-08-16 03:20:09.918881+00:00
R0016,7050,TCP,OUTGOING_CONNECTIONS,22,2020-08-16 03:20:09.918881+00:00
R0016,7050,TCP,INCOMING_BYTES,1209,2020-08-16 03:20:09.918881+00:00
R0016,7050,TCP,OUTGOING_BYTES,532,2020-08-16 03:20:09.918881+00:00
R0013,7055,TCP,INCOMING_CONNECTIONS,34,2020-08-16 03:21:09.918881+00:00
R0013,7055,TCP,OUTGOING_CONNECTIONS,14,2020-08-16 03:21:09.918881+00:00
R0013,7055,TCP,INCOMING_BYTES,1353,2020-08-16 03:21:09.918881+00:00
R0013,7055,TCP,OUTGOING_BYTES,809,2020-08-16 03:21:09.918881+00:00
R0013,7059,TCP,INCOMING_CONNECTIONS,34,2020-08-16 03:21:09.918881+00:00
R0013,7059,TCP,OUTGOING_CONNECTIONS,11,2020-08-16 03:21:09.918881+00:00
R0013,7059,TCP,INCOMING_BYTES,1497,2020-08-16 03:21:09.918881+00:00
R0013,7059,TCP,OUTGOING_BYTES,965,2020-08-16 03:21:09.918881+00:00
R0014,7057,TCP,INCOMING_CONNECTIONS,22,2020-08-16 03:21:09.918881+00:00
R0014,7057,TCP,OUTGOING_CONNECTIONS,25,2020-08-16 03:21:09.918881+00:00
R0014,7057,TCP,INCOMING_BYTES,1150,2020-08-16 03:21:09.918881+00:00
R0014,7057,TCP,OUTGOING_BYTES,634,2020-08-16 03:21:09.918881+00:00
R0019,7051,TCP,INCOMING_CONNECTIONS,34,2020-08-16 03:21:09.918881+00:00
R0019,7051,TCP,OUTGOING_CONNECTIONS,28,2020-08-16 03:21:09.918881+00:00
R0019,7051,TCP,INCOMING_BYTES,1399,2020-08-16 03:21:09.918881+00:00
R0019,7051,TCP,OUTGOING_BYTES,550,2020-08-16 03:21:09.918881+00:00
R0018,7055,TCP,INCOMING_CONNECTIONS,21,2020-08-16 03:21:09.918881+00:00
R0018,7055,TCP,OUTGOING_CONNECTIONS,13,2020-08-16 03:21:09.918881+00:00
R0018,7055,TCP,INCOMING_BYTES,1227,2020-08-16 03:21:09.918881+00:00
R0018,7055,TCP,OUTGOING_BYTES,787,2020-08-16 03:21:09.918881+00:00
R0011,7057,TCP,INCOMING_CONNECTIONS,23,2020-08-16 03:22:09.918881+00:00
R0011,7057,TCP,OUTGOING_CONNECTIONS,13,2020-08-16 03:22:09.918881+00:00
R0011,7057,TCP,INCOMING_BYTES,1086,2020-08-16 03:22:09.918881+00:00
R0011,7057,TCP,OUTGOING_BYTES,891,2020-08-16 03:22:09.918881+00:00
R0011,7052,TCP,INCOMING_CONNECTIONS,29,2020-08-16 03:22:09.918881+00:00
R0011,7052,TCP,OUTGOING_CONNECTIONS,29,2020-08-16 03:22:09.918881+00:00
R0011,7052,TCP,INCOMING_BYTES,1426,2020-08-16 03:22:09.918881+00:00
R0011,7052,TCP,OUTGOING_BYTES,993,2020-08-16 03:22:09.918881+00:00
R0012,7058,TCP,INCOMING_CONNECTIONS,26,2020-08-16 03:22:09.918881+00:00
R0012,7058,TCP,OUTGOING_CONNECTIONS,29,2020-08-16 03:22:09.918881+00:00
R0012,7058,TCP,INCOMING_BYTES,1293,2020-08-16 03:22:09.918881+00:00
R0012,7058,TCP,OUTGOING_BYTES,951,2020-08-16 03:22:09.918881+00:00
R0011,7050,TCP,INCOMING_CONNECTIONS,32,2020-08-16 03:22:09.918881+00:00
R0011,7050,TCP,OUTGOING_CONNECTIONS,10,2020-08-16 03:22:09.918881+00:00
R0011,7050,TCP,INCOMING_BYTES,1437,2020-08-16 03:22:09.918881+00:00
R0011,7050,TCP,OUTGOING_BYTES,557,2020-08-16 03:22:09.918881+00:00
R0013,7053,TCP,INCOMING_CONNECTIONS,35,2020-08-16 03:22:09.918881+00:00
R0013,7053,TCP,OUTGOING_CONNECTIONS,15,2020-08-16 03:22:09.918881+00:00
R0013,7053,TCP,INCOMING_BYTES,1250,2020-08-16 03:22:09.918881+00:00
R0013,7053,TCP,OUTGOING_BYTES,554,2020-08-16 03:22:09.918881+00:00
R0018,7052,TCP,INCOMING_CONNECTIONS,30,2020-08-16 03:23:09.918881+00:00
R0018,7052,TCP,OUTGOING_CONNECTIONS,26,2020-08-16 03:23:09.918881+00:00
R0018,7052,TCP,INCOMING_BYTES,1387,2020-08-16 03:23:09.918881+00:00
R0018,7052,TCP,OUTGOING_BYTES,660,2020-08-16 03:23:09.918881+00:00
R0013,7059,TCP,INCOMING_CONNECTIONS,24,2020-08-16 03:23:09.918881+00:00
R0013,7059,TCP,OUTGOING_CONNECTIONS,13,2020-08-16 03:23:09.918881+00:00
R0013,7059,TCP,INCOMING_BYTES,1256,2020-08-16 03:23:09.918881+00:00
R0013,7059,TCP,OUTGOING_BYTES,774,2020-08-16 03:23:09.918881+00:00
R0019,7050,TCP,INCOMING_CONNECTIONS,36,2020-08-16 03:23:09.918881+00:00
R0019,7050,TCP,OUTGOING_CONNECTIONS,12,2020-08-16 03:23:09.918881+00:00
R0019,7050,TCP,INCOMING_BYTES,1486,2020-08-16 03:23:09.918881+00:00
R0019,7050,TCP,OUTGOING_BYTES,783,2020-08-16 03:23:09.918881+00:00
R0015,7055,TCP,INCOMING_CONNECTIONS,24,2020-08-16 03:23:09.918881+00:00
R0015,7055,TCP,OUTGOING_CONNECTIONS,27,2020-08-16 03:23:09.918881+00:00
R0015,7055,TCP,INCOMING_BYTES,1149,2020-08-16 03:23:09.918881+00:00
R0015,7055,TCP,OUTGOING_BYTES,838,2020-08-16 03:23:09.918881+00:00
R0015,7059,TCP,INCOMING_CONNECTIONS,24,2020-08-16 03:24:09.918881+00:00
R0015,7059,TCP,OUTGOING_CONNECTIONS,23,2020-08-16 03:24:09.918881+00:00
R0015,7059,TCP,INCOMING_BYTES,1288,2020-08-16 03:24:09.918881+00:00
R0015,7059,TCP,OUTGOING_BYTES,627,2020-08-16 03:24:09.918881+00:00
R0013,7051,TCP,INCOMING_CONNECTIONS,29,2020-08-16 03:24:09.918881+00:00
R0013,7051,TCP,OUTGOING_CONNECTIONS,26,2020-08-16 03:24:09.918881+00:00
R0013,7051,TCP,INCOMING_BYTES,1085,2020-08-16 03:24:09.918881+00:00
R0013,7051,TCP,OUTGOING_BYTES,887,2020-08-16 03:24:09.918881+00:00
R0010,7054,TCP,INCOMING_CONNECTIONS,23,2020-08-16 03:24:09.918881+00:00
R0010,7054,TCP,OUTGOING_CONNECTIONS,13,2020-08-16 03:24:09.918881+00:00
R0010,7054,TCP,INCOMING_BYTES,1255,2020-08-16 03:24:09.918881+00:00
R0010,7054,TCP,OUTGOING_BYTES,794,2020-08-16 03:24:09.918881+00:00
R0011,7055,TCP,INCOMING_CONNECTIONS,28,2020-08-16 03:25:09.918881+00:00
R0011,7055,TCP,OUTGOING_CONNECTIONS,13,2020-08-16 03:25:09.918881+00:00
R0011,7055,TCP,INCOMING_BYTES,1487,2020-08-16 03:25:09.918881+00:00
R0011,7055,TCP,OUTGOING_BYTES,996,2020-08-16 03:25:09.918881+00:00
R0017,7052,TCP,INCOMING_CONNECTIONS,38,2020-08-16 03:25:09.918881+00:00
R0017,7052,TCP,OUTGOING_CONNECTIONS,15,2020-08-16 03:25:09.918881+00:00
R0017,7052,TCP,INCOMING_BYTES,1326,2020-08-16 03:25:09.918881+00:00
R0017,7052,TCP,OUTGOING_BYTES,765,2020-08-16 03:25:09.918881+00:00
R0015,7055,TCP,INCOMING_CONNECTIONS,37,2020-08-16 03:26:09.918881+00:00
R0015,7055,TCP,OUTGOING_CONNECTIONS,14,2020-08-16 03:26:09.918881+00:00
R0015,7055,TCP,INCOMING_BYTES,1052,2020-08-16 03:26:09.918881+00:00
R0015,7055,TCP,OUTGOING_BYTES,669,2020-08-16 03:26:09.918881+00:00
R0016,7059,TCP,INCOMING_CONNECTIONS,33,2020-08-16 03:26:09.918881+00:00
R0016,7059,TCP,OUTGOING_CONNECTIONS,10,2020-08-16 03:26:09.918881+00:00
R0016,7059,TCP,INCOMING_BYTES,1207,2020-08-16 03:26:09.918881+00:00
R0016,7059,TCP,OUTGOING_BYTES,718,2020-08-16 03:26:09.918881+00:00
R0014,7050,TCP,INCOMING_CONNECTIONS,31,2020-08-16 03:26:09.918881+00:00
R0014,7050,TCP,OUTGOING_CONNECTIONS,19,2020-08-16 03:26:09.918881+00:00
R0014,7050,TCP,INCOMING_BYTES,1296,2020-08-16 03:26:09.918881+00:00
R0014,7050,TCP,OUTGOING_BYTES,630,2020-08-16 03:26:09.918881+00:00
R0019,7056,TCP,INCOMING_CONNECTIONS,29,2020-08-16 03:26:09.918881+00:00
R0019,7056,TCP,OUTGOING_CONNECTIONS,22,2020-08-16 03:26:09.918881+00:00
R0019,7056,TCP,INCOMING_BYTES,1113,2020-08-16 03:26:09.918881+00:00
R0019,7056,TCP,OUTGOING_BYTES,690,2020-08-16 03:26:09.918881+00:00
R0011,7054,TCP,INCOMING_CONNECTIONS,32,2020-08-16 03:26:09.918881+00:00
R0011,7054,TCP,OUTGOING_CONNECTIONS,24,2020-08-16 03:26:09.918881+00:00
R0011,7054,TCP,INCOMING_BYTES,1337,2020-08-16 03:26:09.918881+00:00
R0011,7054,TCP,OUTGOING_BYTES,649,2020-08-16 03:26:09.918881+00:00
R0012,7050,TCP,INCOMING_CONNECTIONS,24,2020-08-16 03:27:09.918881+00:00
R0012,7050,TCP,OUTGOING_CONNECTIONS,13,2020-08-16 03:27:09.918881+00:00
R0012,7050,TCP,INCOMING_BYTES,1280,2020-08-16 03:27:09.918881+00:00
R0012,7050,TCP,OUTGOING_BYTES,752,2020-08-16 03:27:09.918881+00:00
R0016,7055,TCP,INCOMING_CONNECTIONS,28,2020-08-16 03:27:09.918881+00:00
R0016,7055,TCP,OUTGOING_CONNECTIONS,13,2020-08-16 03:27:09.918881+00:00
R0016,7055,TCP,INCOMING_BYTES,1396,2020-08-16 03:27:09.918881+00:00
R0016,7055,TCP,OUTGOING_BYTES,834,2020-08-16 03:27:09.918881+00:00
R0011,7059,TCP,INCOMING_CONNECTIONS,32,2020-08-16 03:28:09.918881+00:00
R0011,7059,TCP,OUTGOING_CONNECTIONS,23,2020-08-16 03:28:09.918881+00:00
R0011,7059,TCP,INCOMING_BYTES,1158,2020-08-16 03:28:09.918881+00:00
R0011,7059,TCP,OUTGOING_BYTES,851,2020-08-16 03:28:09.918881+00:00
R0015,7050,TCP,INCOMING_CONNECTIONS,32,2020-08-16 03:28:09.918881+00:00
R0015,7050,TCP,OUTGOING_CONNECTIONS,12,2020-08-16 03:28:09.918881+00:00
R0015,7050,TCP,INCOMING_BYTES,1457,2020-08-16 03:28:09.918881+00:00
R0015,7050,TCP,OUTGOING_BYTES,828,2020-08-16 03:28:09.918881+00:00
R0018,7054,TCP,INCOMING_CONNECTIONS,28,2020-08-16 03:28:09.918881+00:00
R0018,7054,TCP,OUTGOING_CONNECTIONS,11,2020-08-16 03:28:09.918881+00:00
R0018,7054,TCP,INCOMING_BYTES,1407,2020-08-16 03:28:09.918881+00:00
R0018,7054,TCP,OUTGOING_BYTES,603,2020-08-16 03:28:09.918881+00:00
R0018,7057,TCP,INCOMING_CONNECTIONS,31,2020-08-16 03:28:09.918881+00:00
R0018,7057,TCP,OUTGOING_CONNECTIONS,27,2020-08-16 03:28:09.918881+00:00
R0018,7057,TCP,INCOMING_BYTES,1022,2020-08-16 03:28:09.918881+00:00
R0018,7057,TCP,OUTGOING_BYTES,951,2020-08-16 03:28:09.918881+00:00
R0010,7053,TCP,INCOMING_CONNECTIONS,32,2020-08-16 03:28:09.918881+00:00
R0010,7053,TCP,OUTGOING_CONNECTIONS,20,2020-08-16 03:28:09.918881+00:00
R0010,7053,TCP,INCOMING_BYTES,1100,2020-08-16 03:28:09.918881+00:00
R0010,7053,TCP,OUTGOING_BYTES,823,2020-08-16 03:28:09.918881+00:00
R0011,7054,TCP,INCOMING_CONNECTIONS,32,2020-08-16 03:29:09.918881+00:00
R0011,7054,TCP,OUTGOING_CONNECTIONS,17,2020-08-16 03:29:09.918881+00:00
R0011,7054,TCP,INCOMING_BYTES,1451,2020-08-16 03:29:09.918881+00:00
R0011,7054,TCP,OUTGOING_BYTES,815,2020-08-16 03:29:09.918881+00:00
R0015,7055,TCP,INCOMING_CONNECTIONS,26,2020-08-16 03:29:09.918881+00:00
